train_acc;train_loss;test_acc;test_class_acc;test_loss
0.5263858793788372;0.0744259994516396;0.5965909090909091;0.3900240612361823;0.07033947362291693
0.6466007583965331;0.05923969035983828;0.6218434343434344;0.6457182805953467;0.057502938716700584
0.674860057782593;0.055427503554325575;0.7032828282828283;0.6924122912555625;0.05416034188384962
0.6860102925243771;0.05431875088324039;0.69760101010101;0.7247838893974158;0.05259279285868009
0.7093490429758036;0.05275536174132746;0.7253787878787878;0.7405040797975243;0.051617113478255996
0.7094167569519683;0.053196702468398464;0.7424242424242424;0.6475421996031312;0.05601490838359101
0.7359832069339112;0.05208969027393396;0.7392676767676768;0.7383463472439971;0.05162463532854812
0.7222598410978692;0.052260826097307284;0.6830808080808081;0.6582579914424678;0.055962153004877495
0.7291666666666666;0.05253546561645124;0.7064393939393939;0.7119361844838258;0.05267450190854795
0.7462983026363307;0.05114404734428967;0.740530303030303;0.7412790291904008;0.05097315896942158
0.762030516431925;0.05017652837960774;0.7563131313131313;0.7552290458940139;0.05004223225393681
0.7537468400144456;0.050605283087748754;0.7613636363636364;0.7684295987352869;0.04938030822409524
0.7483748645720477;0.051114057701669456;0.7506313131313131;0.7313622662491785;0.05163266746835275
0.7752121704586492;0.04958230808914208;0.764520202020202;0.6964822234768892;0.05347409009030371
0.7790041531238714;0.04944769668727669;0.7765151515151515;0.7795105411431716;0.04886959448005214
0.7800198627663416;0.04928828873178301;0.7929292929292929;0.7809135216550652;0.04868471949841037
0.7797264355362947;0.04956326066672528;0.7929292929292929;0.7607240040636505;0.049191092940593005
0.7776498736005777;0.048813189478529015;0.7771464646464646;0.7656234039062321;0.04912918798550211
0.7938335139039363;0.04865543471219836;0.7657828282828283;0.7681998885013069;0.04961716654625806
0.7910572408811845;0.0482746700354302;0.8011363636363636;0.7693859337982096;0.049005423569016986
